exp	description	val_bpb	peak_mem_gb	tok_sec	mfu	steps	status	notes	gpu_name	baseline_sha	watts	joules_per_token	total_energy_joules
exp27	With TOTAL_BATCH_SIZE=2^17 giving 4x more steps, increase WARMDOWN_RATIO to 0.55 so more of the training budget is spent in the productive cooldown phase - this combination hasn't been tested (0.55 wa	0.948276	6.0	0	0.0	0	keep	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp28	Increase WARMDOWN_RATIO to 0.65 with current 2^17 batch size - more time in LR cooldown for better convergence, building on the best result (0.55 warmdown gave 0.9483)	0.951207	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp29	Try TOTAL_BATCH_SIZE=2^17 with slightly higher MATRIX_LR=0.05 (from 0.04) to take better advantage of the 4x more optimizer steps - more aggressive matrix learning with proven small batch setting	0.950772	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp30	Increase EMBEDDING_LR from 0.6 to 1.0 with the proven 2^17 batch size - more optimizer steps means embeddings can benefit from more aggressive learning rate, and embedding LR hasn't been tuned with th	0.946392	6.0	0	0.0	0	keep	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp31	Set FINAL_LR_FRAC=0.03 to prevent LR from dropping to zero at end of training - a small non-zero final LR floor can improve convergence with the current 2^17 batch + 0.55 warmdown settings	0.946333	6.0	0	0.0	0	keep	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp32	Increase Adam beta1 from 0.8 to 0.9 for smoother gradient estimates with the small batch (2^17) setting that takes many more optimizer steps - higher momentum helps reduce noise in Adam updates for em	0.953111	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp33	Set WARMDOWN_RATIO=0.60 and FINAL_LR_FRAC=0.03 - combining slightly longer warmdown with the non-zero LR floor that helped in the best run, a specific combination not yet tried	0.953588	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp34	Increase Muon WEIGHT_DECAY from 0.2 to 0.4 with the proven 2^17 batch size (4x more optimizer steps) - more steps means the model can tolerate stronger regularization, and higher weight decay with cau	0.950364	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp35	Increase UNEMBEDDING_LR from 0.004 to 0.008 with the proven 2^17 batch size settings - the lm_head hasn't been tuned and with 4x more optimizer steps it can benefit from a more aggressive learning rat	0.952673	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp36	Increase SCALAR_LR from 0.5 to 2.0 with proven 2^17 batch size settings - the resid_lambdas and x0_lambdas control residual stream mixing and may benefit from faster adaptation with more optimizer ste	0.961230	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp37	Use cosine-shaped warmdown instead of linear (LR stays higher longer then drops faster), combined with proven 2^17 batch size, WARMDOWN_RATIO=0.55, FINAL_LR_FRAC=0.03 settings	0.950072	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp38	FAILED TO APPLY: Set TOTAL_BATCH_SIZE=2^17 with proven settings (WARMDOWN_RATIO=0.55, FINAL_LR_FRAC=0.03, EMBEDDING_LR=0.6) and increase Muon beta2 from 0.95 to 0.99 for better second-moment estimatio	0.000000	0.0	0	0.0	0	crash	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp39	Increase Adam beta2 from 0.95 to 0.98 for embedding, lm_head, and scalar param groups with proven 2^17 batch size settings - smoother second moment estimates for non-matrix params with many small step	0.949089	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp40	Set TOTAL_BATCH_SIZE=2^17 with proven best settings (WARMDOWN_RATIO=0.55, FINAL_LR_FRAC=0.03, EMBEDDING_LR=0.6) and add small WARMUP_RATIO=0.02 to stabilize early training with the many small steps fr	0.955460	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp41	With proven 2^17 batch + 0.55 warmdown + 0.03 final LR settings, raise the minimum adaptive gradient clip from 0.3 to 0.5 to preserve more gradient signal during the warmdown phase	0.950581	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp42	Restore proven best settings (2^17 batch, 0.55 warmdown, 0.03 final LR) and reduce value embedding LR to 0.3x of embedding_lr since value embeddings serve a different role than token embeddings and ma	0.955316	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp43	Restore proven best settings (2^17 batch, 0.55 warmdown, 0.03 final LR) AND increase Adam beta2 from 0.95 to 0.98 for embedding, lm_head, and scalar param groups - combining two near-misses that were 	0.950298	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp44	Restore proven best settings (2^17 batch, 0.55 warmdown, 0.03 final LR, 0.6 embedding LR) and try MATRIX_LR=0.045 - between the proven 0.04 and the near-miss 0.05, finding the sweet spot for matrix le	0.950525	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp45	Apply proven best settings (2^17 batch, 0.55 warmdown, 0.03 final LR) with reduced Muon weight decay of 0.1 - the 0.4 attempt hurt, suggesting lower WD may help with many small steps	0.949776	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp46	Restore proven best settings (2^17 batch, 0.55 warmdown, 0.03 final LR, 0.6 embedding LR) and increase z-loss coefficient from 1e-4 to 3e-4 for better logit regularization with many small steps	0.956341	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp47	FAILED TO APPLY: Restore proven best settings (2^17 batch, 0.55 warmdown, 0.03 final LR, 1.0 embedding LR) and increase Muon ns_steps from 5 to 7 for better gradient orthogonalization - the ns_steps=6	0.000000	0.0	0	0.0	0	crash	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp48	With proven best settings (2^17 batch, 0.55 warmdown, 0.03 final LR, 1.0 embedding LR), try UNEMBEDDING_LR=0.006 - between the proven 0.004 and the tried 0.008 that hurt, finding the sweet spot for lm	0.946355	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp49	Restore proven best settings (2^17 batch, 0.55 warmdown, 0.03 final LR, 1.0 embedding LR) and try very low Muon weight decay of 0.05 - lower than the 0.1 attempt that was close (+0.0034), exploring if	0.948472	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp50	Restore proven best settings (2^17 batch, 0.55 warmdown, 0.03 final LR, 1.0 embedding LR) and set Muon WEIGHT_DECAY=0.0 - no weight decay for Muon optimizer, since cautious masking already provides im	0.948441	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp51	Restore proven best settings (2^17 batch, 0.55 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR) and set value embedding weight decay to 0.0 - value embeddings are used differently from	0.946700	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp52	Combine all proven best settings: TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.55, FINAL_LR_FRAC=0.03, EMBEDDING_LR=1.0, UNEMBEDDING_LR=0.006, AND value embedding weight_decay=0.0 - stacking the two near-z	0.947053	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp53	Restore proven best settings (2^17 batch, 0.55 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR) and use fixed low weight decay of 0.05 instead of cosine-decaying from 0.2 - the cosine 	0.945960	6.0	0	0.0	0	keep	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp54	Reduce x0_lambdas learning rate from scalar_lr*3.0 to scalar_lr*1.5 - the input skip connections may be over-updating with the high LR and many small steps from 2^17 batch size, and a more moderate LR	0.948266	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp55	FAILED TO APPLY: Initialize x0_lambdas to 0.0 instead of 0.1 so input skip connections start disabled and are learned from scratch, combined with proven best settings (2^17 batch, 0.55 warmdown, 0.03 	0.000000	0.0	0	0.0	0	crash	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp56	Set all proven best hyperparameters: TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.55, FINAL_LR_FRAC=0.03, EMBEDDING_LR=1.0, UNEMBEDDING_LR=0.006, and fixed WEIGHT_DECAY=0.05 without cosine decay schedule -	0.948711	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp57	Restore ALL proven best settings: TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.55, FINAL_LR_FRAC=0.03, EMBEDDING_LR=1.0, UNEMBEDDING_LR=0.006, and fixed WEIGHT_DECAY=0.05 (no cosine decay). Also try Adam b	0.944992	6.0	0	0.0	0	keep	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp58	FAILED TO APPLY: Increase Muon ns_steps from 5 to 6 with all proven best settings (2^17 batch, 0.55 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, 0.05 WD) - the ns_steps=6 experimen	0.000000	0.0	0	0.0	0	crash	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp59	Reduce Muon momentum warmup from 500 steps to 200 steps - with 2^17 batch size giving ~4x more optimizer steps, we can reach full momentum (0.95) faster and benefit from it throughout more of training	0.951420	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp60	Restore all proven best settings (2^17 batch, 0.55 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05, beta2=0.98) AND increase Muon target momentum from 0.95 to 0.98 for b	0.953333	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp61	Restore all proven best settings (2^17 batch, 0.55 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05) AND replace adaptive cosine gradient clipping with fixed clip norm=1.	0.947066	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp62	Restore all proven best settings (2^17 batch, 0.55 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, 0.05 WD) AND remove z-loss entirely - z-loss may be unnecessary regularization that 	0.947405	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp63	Restore all proven best settings (2^17 batch, 0.55 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05) and try MATRIX_LR=0.035 - slightly lower than the default 0.04, which	0.947111	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp64	Restore ALL proven best settings (2^17 batch, 0.55 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05, beta2=0.98) AND set value embedding LR to 0.5x of embedding_lr since 	0.946441	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp65	Restore all proven best settings (2^17 batch, 0.55 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, 0.05 fixed WD, beta2=0.98) AND use sqrt-shaped warmdown instead of linear - keeps LR	0.956375	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp66	FAILED TO APPLY: Apply ALL proven best settings (2^17 batch, 0.55 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05, beta2=0.98) AND set value embedding LR to 0.5x embeddi	0.000000	0.0	0	0.0	0	crash	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp67	Apply all proven best settings (2^17 batch, 0.55 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05, beta2=0.98) AND add a tiny 1% LR warmup to stabilize early training - 2	0.947873	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp68	FAILED TO APPLY: Restore ALL proven best settings (2^17 batch, 0.55 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05, beta2=0.98) and try WARMDOWN_RATIO=0.58 - slightly l	0.000000	0.0	0	0.0	0	crash	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp69	FAILED TO APPLY: Apply ALL proven best settings (2^17 batch, 0.55 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05, beta2=0.98) AND increase Muon ns_steps from 5 to 6 for	0.000000	0.0	0	0.0	0	crash	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp70	Apply all proven best settings (2^17 batch, 0.55 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05, beta2=0.98) AND reduce Muon momentum warmup from 500 to 100 steps - wit	0.947542	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp71	Apply all proven best settings (2^17 batch, 0.55 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05, beta2=0.98) and try WARMDOWN_RATIO=0.57 - a specific value between the 	0.944684	6.0	0	0.0	0	keep	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp72	Try WARMDOWN_RATIO=0.59 - fine-grained search between best (0.57) and tried-worse (0.60), keeping all other proven best settings unchanged	0.945096	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp73	With all proven best settings (2^17 batch, 0.57 warmdown, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05, beta2=0.98), try FINAL_LR_FRAC=0.05 instead of 0.03 - a slightly higher LR floor that k	0.947146	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp74	Try WARMDOWN_RATIO=0.56 with all proven best settings - between the best 0.55 and second-best 0.57, this exact value has not been tested and may hit a sweet spot	0.955326	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp75	Apply all proven best settings (2^17 batch, 0.57 warmdown, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05, beta2=0.98, 100-step momentum warmup) and try FINAL_LR_FRAC=0.01 - lower than the prov	0.954736	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp76	Increase Muon starting momentum from 0.88 to 0.92 - with 2^17 batch size giving stable gradients from the start, we can afford higher initial momentum and benefit from better orthogonalization through	0.948884	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp77	Apply all proven best settings: TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.57, FINAL_LR_FRAC=0.03, EMBEDDING_LR=1.0, UNEMBEDDING_LR=0.006, fixed WEIGHT_DECAY=0.05 (no cosine decay), Adam beta2=0.98, and 	0.947330	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp78	Reduce z-loss coefficient from 1e-4 to 5e-5 with all proven best settings (2^17 batch, 0.57 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05, beta2=0.98) - smaller regula	0.953766	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp79	Try MATRIX_LR=0.038 with all proven best settings - between the tried 0.035 (hurt) and default 0.04, finding a sweet spot for matrix learning rate with fixed low weight decay and many small steps	0.945254	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp80	Apply all proven best settings (2^17 batch, 0.57 warmdown->try 0.58, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05, beta2=0.98) with MATRIX_LR=0.038 - combining the matrix LR ne	0.960089	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp81	Apply all proven best settings (2^17 batch, 0.57 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05, beta2=0.98) and increase logit softcap from 12 to 15 - allows slightly 	0.962267	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp82	FAILED TO APPLY: Reduce Muon ns_steps from 5 to 4 to speed up each optimizer step, allowing more gradient updates in the 5-minute budget with TOTAL_BATCH_SIZE=2^17 - all proven best settings maintaine	0.000000	0.0	0	0.0	0	crash	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp83	Apply all proven best settings (2^17 batch, 0.57 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05, beta2=0.98, 100-step momentum warmup) and try SCALAR_LR=1.0 instead of 	0.955615	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp84	FAILED TO APPLY: Apply all proven best settings (2^17 batch, 0.57 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05, beta2=0.98) and reduce Muon ns_steps from 5 to 4 to sp	0.000000	0.0	0	0.0	0	crash	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp85	FAILED TO APPLY: Reduce Muon ns_steps from 5 to 4 to speed up each optimizer step, allowing more gradient updates in the 5-minute budget with all proven best settings (2^17 batch, 0.57 warmdown, 0.03 	0.000000	0.0	0	0.0	0	crash	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
