exp	description	val_bpb	peak_mem_gb	tok_sec	mfu	steps	status	notes	gpu_name	baseline_sha	watts	joules_per_token	total_energy_joules
exp33	Decrease WARMDOWN_RATIO from 0.6 to 0.55	1.037420	5.8	540333	35.6	4947	discard	Recent experiments with significant reductions in WARMDOWN_RATIO (0.3-0.5) were 	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	566.7	0.001049	170021.6
exp34	Decrease WARMDOWN_RATIO from 0.6 to 0.35	1.038699	5.8	540000	35.6	4945	discard	Previous attempts to reduce warmdown slightly (0.55, 0.5, 0.45) were discarded, 	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	567.7	0.001051	170335.6
exp35	Decrease ADAM_BETAS beta1 from 0.8 to 0.7	1.037131	5.8	540333	35.6	4947	discard	The current beta1 is relatively low (0.8), but further decreasing it can sometim	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	567.2	0.001050	170170.6
exp36	Decrease ADAM_BETAS beta2 from 0.98 to 0.95	1.038667	5.8	542333	35.8	4966	discard	Beta2 controls the moving average of squared gradients. A slightly lower beta2 c	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	564.0	0.001040	169223.0
exp37	Change WINDOW_PATTERN from "LLLL" to "LSLS"	1.060891	5.9	385000	23.6	3524	discard	Switching to a sliding window pattern (S) in some layers can reduce the computat	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	523.1	0.001359	156930.8
exp38	Increase SCALAR_LR from 10.0 to 30.0	1.047516	5.8	539666	35.6	4942	discard	Previous increases in SCALAR_LR (exp12) showed a very slight degradation or neut	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	567.7	0.001052	170347.2
exp39	Decrease WARMDOWN_RATIO from 0.6 to 0.2	1.044114	5.8	538666	35.5	4933	discard	Previous experiments (exp17, 18, 25, 26, 33, 34) tried moderate reductions in wa	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	568.1	0.001055	170455.2
exp40	Increase EMBEDDING_LR from 1.0 to 2.0	1.042073	5.8	543333	35.8	4975	discard	Embedding layers often benefit from higher learning rates to converge faster, es	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	561.8	0.001034	168572.0
exp41	Increase MATRIX_LR from 0.032 to 0.033	1.036703	5.8	540333	35.6	4947	keep	Recent experiments show a tight peak for MATRIX_LR around 0.032-0.035. A very sm	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	567.3	0.001050	170209.4
exp42	Decrease ADAM_BETAS beta2 from 0.98 to 0.99	1.037477	5.8	542333	35.7	4964	discard	Many recent experiments with LR and schedule have yielded diminishing returns. A	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	563.0	0.001038	168919.0
exp43	Decrease ADAM_BETAS beta1 from 0.8 to 0.9	1.039290	5.8	541666	35.7	4958	discard	Beta1 of 0.8 is relatively low for Adam. Increasing it to 0.9 (the standard defa	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	564.4	0.001042	169331.5
exp44	Increase UNEMBEDDING_LR from 0.01 to 0.05	1.041137	5.8	542666	35.8	4968	discard	The unembedding layer is often under-optimized compared to the main matrix weigh	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	562.3	0.001036	168701.3
exp45	Decrease ADAM_BETAS beta1 from 0.8 to 0.75	1.037702	5.8	541666	35.7	4959	discard	Previous attempts to change betas were mostly discarded, but a slight shift in b	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	566.1	0.001045	169853.3
exp46	Increase MATRIX_LR from 0.033 to 0.036	1.036874	5.8	541666	35.7	4958	discard	The most recent successful experiments (exp19, exp20, exp21, exp41) showed a str	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	568.1	0.001049	170432.7
exp47	Decrease WARMDOWN_RATIO from 0.6 to 0.5	1.037315	5.8	545000	35.9	4991	discard	While several reductions in WARMDOWN_RATIO were tried (0.2, 0.3, 0.35, 0.4, 0.45	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	562.2	0.001031	168679.9
exp48	Increase MATRIX_LR from 0.033 to 0.034	1.037075	5.8	544333	35.9	4982	discard	The history shows a strong positive response to fine-grained MATRIX_LR adjustmen	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	564.8	0.001038	169453.5
exp49	Decrease TOTAL_BATCH_SIZE from 32768 to 16384 with a fixed constant	0.000000	0.0	0	0.0	0	crash	training crashed or timed out	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	0.0	0.000000	0.0
exp50	Decrease ADAM_BETAS beta2 from 0.98 to 0.97	1.036715	5.8	545333	36.0	4992	discard	Since several attempts to modify beta1 and beta2 have been tried, a slight decre	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	558.9	0.001025	167685.0
exp51	Decrease WEIGHT_DECAY from 0.04 to 0.01	1.038966	5.8	546333	36.0	5001	discard	Previous attempts to increase weight decay (exp15) were unsuccessful. Since the 	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	563.2	0.001031	168991.4
exp52	Increase ASPECT_RATIO from 64 to 72	1.047253	7.3	387204	36.2	3547	discard	Previous attempts to increase ASPECT_RATIO to 80 (exp14) were discarded, but a m	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	567.3	0.001465	170240.9
exp53	Increase MLP_RATIO from 12.0 to 14.0	1.037472	5.8	545000	35.9	4990	discard	Previous attempts to increase MLP_RATIO to 16.0 (exp23) were slightly detrimenta	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	566.5	0.001040	169978.2
exp54	Increase FINAL_LR_FRAC from 0.02 to 0.15	1.040245	5.8	546484	36.0	5006	discard	While exp13 (0.1) was discarded, a slightly more aggressive floor for the learni	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	560.2	0.001025	168096.3
exp55	Increase MATRIX_LR from 0.033 to 0.037	1.037061	5.8	545484	36.0	4996	discard	We have seen a positive trend when increasing MATRIX_LR up to 0.033 (exp41), but	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	564.2	0.001034	169294.6
exp56	Increase MATRIX_LR from 0.033 to 0.0345	1.040427	5.8	547333	36.1	5012	discard	The best results (exp41) were achieved with a slight increase to MATRIX_LR. Sinc	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	558.3	0.001020	167491.2
exp57	Decrease WEIGHT_DECAY from 0.04 to 0.02	1.038046	5.8	546000	36.0	5000	discard	Previous attempts to increase weight decay (exp15) and a large decrease (exp51 t	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	564.0	0.001033	169239.5
exp58	Decrease WARMUP_RATIO from 0.05 to 0.02	1.039398	5.8	545000	35.9	4991	discard	Exp16 showed that decreasing WARMUP_RATIO from 0.125 to 0.05 was a "keep" result	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	566.6	0.001039	169985.3
exp59	Decrease WEIGHT_DECAY from 0.04 to 0.03	1.037220	5.8	545666	36.0	4997	discard	Previous experiments with larger changes to weight decay (0.1, 0.01, 0.02) were 	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	564.5	0.001034	169373.2
exp60	Increase DEPTH by 1 while enabling ACTIVATION_CHECKPOINTING	1.054545	5.1	326333	34.0	2988	discard	Increasing model depth typically reduces bpb but consumes more memory. Since we 	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	545.9	0.001673	163778.8
exp61	Increase MATRIX_LR from 0.033 to 0.0335	1.037403	5.8	545151	36.0	4994	discard	The model has shown sensitivity to very small increments in MATRIX_LR, with exp4	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	565.7	0.001037	169741.2
exp62	Decrease WEIGHT_DECAY from 0.04 to 0.035	1.036609	5.8	547000	36.1	5009	keep	Previous attempts to decrease weight decay (0.01, 0.02, 0.03) were discarded, bu	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	560.0	0.001024	168009.1
exp63	Decrease WARMUP_RATIO from 0.05 to 0.03	1.039652	5.8	545151	36.0	4994	discard	Exp16 showed that reducing WARMUP_RATIO from 0.125 to 0.05 was beneficial. Furth	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	566.7	0.001039	170042.2
exp64	Increase SCALAR_LR from 10.0 to 15.0	1.039084	5.8	547150	36.1	5012	discard	Previous increase to 20.0 (exp12) was marginal, but scalar parameters often bene	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	560.2	0.001024	168099.5
exp65	Increase FINAL_LR_FRAC from 0.02 to 0.03	1.036499	5.8	547150	36.1	5012	keep	Experiment 28 showed a slight improvement (1.0380) with a higher FINAL_LR_FRAC (	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	559.5	0.001022	167880.6
exp66	Decrease WEIGHT_DECAY from 0.035 to 0.025	1.037832	5.8	545666	36.0	4995	discard	Exp 62 showed that decreasing weight decay to 0.035 was beneficial. Further redu	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	565.9	0.001037	169783.2
exp67	Decrease MATRIX_LR from 0.033 to 0.031	1.036749	5.8	545333	36.0	4992	discard	Previous experiments (exp19, exp20, exp21, exp41) suggest that the model is high	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	566.5	0.001039	169973.8
exp68	Increase SCALAR_LR from 10.0 to 12.0	1.037859	5.8	547000	36.1	5009	discard	Previous attempts with SCALAR_LR of 15.0 and 20.0 (exp12, exp64) were discarded,	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	560.1	0.001024	168041.5
exp69	Increase MLP_RATIO from 12.0 to 13.0	1.036437	5.8	547333	36.1	5012	keep	Exp7 showed that increasing MLP_RATIO to 12.0 was beneficial. Since subsequent i	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	559.4	0.001022	167828.0
exp70	Increase SCALAR_LR from 10.0 to 12.5	1.038049	5.8	547333	36.1	5012	discard	Previous attempts to increase SCALAR_LR to 12.0 (exp68) and 15.0 (exp64) were di	NVIDIA GeForce RTX 5090	31130ae2797ecafd91510fe75904552b5230e0b7	558.7	0.001021	167616.1
