exp	description	val_bpb	peak_mem_gb	tok_sec	mfu	steps	status	notes	gpu_name	baseline_sha	watts	joules_per_token	total_energy_joules
exp10	Decrease DEVICE_BATCH_SIZE by approximately 25% to increase gradient steps within memory budget	0.000000	0.0	0	0.0	0	crash	training crashed or timed out	NVIDIA GeForce RTX 5090	6c3ee2eeb0bea54dc386a596ba89489cc0815b30	0.0	0.000000	0.0
exp11	Decrease ASPECT_RATIO from 64 to 56	1.081700	5.9	299233	17.0	2740	keep	Reducing ASPECT_RATIO will lower the model's width and, consequently, its parame	NVIDIA GeForce RTX 5090	6c3ee2eeb0bea54dc386a596ba89489cc0815b30	466.6	0.001560	140018.7
exp12	Decrease HEAD_DIM from 128 to 112	1.084942	5.2	324558	14.9	2973	discard	Decreasing HEAD_DIM will reduce memory usage per attention head, potentially all	NVIDIA GeForce RTX 5090	6c3ee2eeb0bea54dc386a596ba89489cc0815b30	456.1	0.001405	136872.3
exp13	Decrease MATRIX_LR from 0.04 to 0.032	1.082383	5.9	299000	17.0	2738	discard	With a higher warmdown ratio, reduced aspect ratio, and successfully decreased w	NVIDIA GeForce RTX 5090	6c3ee2eeb0bea54dc386a596ba89489cc0815b30	466.7	0.001561	140014.3
exp14	Increase DEPTH by 1 (from current _hp_defaults['depth'] to _hp_defaults['depth'] + 1)	1.081679	6.6	281239	18.1	2577	keep	Prior increase of DEPTH by 2 overran memory, but increasing by just 1 layer may 	NVIDIA GeForce RTX 5090	6c3ee2eeb0bea54dc386a596ba89489cc0815b30	468.9	0.001666	140702.0
exp15	Decrease ASPECT_RATIO from 56 to 48	1.081779	6.6	281572	18.1	2578	discard	Lowering ASPECT_RATIO will reduce the overall model dimension given a fixed dept	NVIDIA GeForce RTX 5090	6c3ee2eeb0bea54dc386a596ba89489cc0815b30	465.3	0.001653	139612.3
exp16	Increase MLP_RATIO from default to 1.5	1.081872	6.6	281572	18.1	2578	discard	Increasing the MLP_RATIO allocates a greater portion of the model's capacity to 	NVIDIA GeForce RTX 5090	6c3ee2eeb0bea54dc386a596ba89489cc0815b30	469.0	0.001666	140711.6
exp17	Increase SCALAR_LR from 0.5 to 0.8	1.082353	6.6	281572	18.1	2578	discard	Scalar parameters (layer scaling factors and similar) are often very robust to i	NVIDIA GeForce RTX 5090	6c3ee2eeb0bea54dc386a596ba89489cc0815b30	468.4	0.001664	140564.3
exp18	Decrease ASPECT_RATIO from 56 to 52	1.082062	6.6	281239	18.1	2577	discard	Lowering ASPECT_RATIO shrinks the model width, reducing memory footprint and pot	NVIDIA GeForce RTX 5090	6c3ee2eeb0bea54dc386a596ba89489cc0815b30	470.1	0.001670	141059.6
exp19	Increase FINAL_LR_FRAC from 0.05 to 0.1	1.083576	6.6	281333	18.1	2577	discard	Raising FINAL_LR_FRAC will cause the learning rate to decay to a higher value at	NVIDIA GeForce RTX 5090	6c3ee2eeb0bea54dc386a596ba89489cc0815b30	466.9	0.001659	140077.0
