exp	description	val_bpb	peak_mem_gb	tok_sec	mfu	steps	status	notes	gpu_name	baseline_sha	watts	joules_per_token	total_energy_joules
exp10	Reduce ADAM_BETAS beta1 from 0.8 to 0.7	1.315592	13.7	51580	12.2	473	discard	The current beta1 of 0.8 is quite high, which makes the momentum term very persi	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp11	Reduce SCALAR_LR from 0.4 to 0.2	1.315116	13.7	51580	12.2	474	discard	The SCALAR_LR of 0.4 is quite high compared to MATRIX_LR (0.0435), creating a la	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp12	Reduce UNEMBEDDING_LR from 0.0033 to 0.001	1.383354	13.7	51896	12.2	475	discard	The unembedding layer learning rate hasn't been tuned yet and 0.0033 might be to	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp13	Set FINAL_LR_FRAC from 0.0 to 0.1 to prevent learning rate from decaying to zero	1.305770	13.7	52964	12.4	484	discard	The current schedule decays the learning rate to 0.0 by the end of training with	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp14	Reduce EMBEDDING_LR from 0.4 to 0.1	1.325531	13.7	52614	12.4	481	discard	The embedding layer learning rate is extremely high at 0.4, which could cause in	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp15	Change WINDOW_PATTERN from "SSSL" to "SSSS" to reduce memory overhead and increase throughput	1.318944	13.7	49900	11.3	458	discard	The current WINDOW_PATTERN "SSSL" includes a long-range attention layer (L) whic	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp16	Reduce ADAM_BETAS beta2 from 0.95 to 0.90	1.321308	13.7	49316	11.6	451	discard	The current beta2 of 0.95 creates very slow second-moment decay, which can be su	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp17	Increase MLP_RATIO from default to 8 to add model capacity without depth penalty	1.311926	13.7	52246	12.3	479	discard	Since all previous experiments have performed worse than baseline, I need to try	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp18	Reduce WARMDOWN_RATIO from 0.5 to 0.0 to maintain high learning rates throughout training	1.344502	13.7	52947	12.5	486	discard	The current schedule aggressively reduces learning rates in the second half of t	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp19	Reduce WARMDOWN_RATIO from 0.5 to 0.3 to maintain higher learning rates longer while still allowing some decay	1.310125	13.7	53315	12.5	487	discard	The baseline is still best, suggesting the current learning rate schedule may be	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp20	Reduce HEAD_DIM from 128 to 64 to decrease model size and increase throughput	1.382682	17.5	39574	9.3	364	discard	All previous experiments have failed to beat the baseline, suggesting the model 	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp21	Increase ASPECT_RATIO from 32 to 64 to reduce model parameters and potentially improve throughput	1.380766	24.2	26578	18.0	245	discard	All previous experiments have failed to beat baseline, suggesting the model may 	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp22	Set COMPILE_MODE to enable JIT compilation for better throughput	1.307861	13.7	53280	12.6	489	discard	All 21 experiments have failed to beat the baseline, suggesting the hyperparamet	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp23	Increase HEAD_DIM from 128 to 256 to add model capacity	1.300271	12.2	57589	13.6	529	keep	All previous experiments have failed to beat the baseline, suggesting we need to	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp24	Reduce ASPECT_RATIO from 32 to 16 to increase model capacity while maintaining throughput	1.299255	12.2	58294	13.8	535	keep	The current best experiment increased HEAD_DIM which added model capacity and im	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp25	Increase DEPTH from default to 28 to add model capacity while maintaining current throughput	0.000000	0.0	0	0.0	0	crash	training crashed or timed out	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp26	Increase MLP_RATIO from default to 6 to add model capacity with good throughput efficiency	1.318893	12.2	50266	11.8	460	discard	Previous experiments show that architectural changes that increase model capacit	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp27	Increase DEPTH from default to 26 to add model capacity within the time budget	0.000000	0.0	0	0.0	0	crash	training crashed or timed out	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp28	Increase DEPTH from default to 24 to add model capacity within the time budget	0.000000	0.0	0	0.0	0	crash	training crashed or timed out	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp29	Reduce TOTAL_BATCH_SIZE from default to 24 to increase gradient steps	0.000000	0.0	0	0.0	0	crash	training crashed or timed out	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp30	Increase MLP_RATIO from default to 4 to add model capacity efficiently	1.303913	12.2	56333	13.3	517	discard	The current best results come from increased model capacity (HEAD_DIM=256, ASPEC	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp31	Increase MATRIX_LR from 0.0435 to 0.05 to improve optimization with the current architecture	1.329131	12.2	47286	11.1	434	discard	The current best configuration has increased model capacity (HEAD_DIM=256, ASPEC	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp32	Reduce WARMDOWN_RATIO from 0.5 to 0.4 to maintain slightly higher learning rates in the later stages of training	1.316187	12.2	50898	12.0	467	discard	The current best configuration (exp24) uses the default WARMDOWN_RATIO of 0.5, w	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp33	Reduce WEIGHT_DECAY from 0.05 to 0.02 to allow the larger model capacity to be better utilized	1.318609	12.2	49284	11.6	452	discard	With the increased model capacity from HEAD_DIM=256 and ASPECT_RATIO=16, the cur	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp34	Increase EMBEDDING_LR from 0.4 to 0.6	1.330357	12.2	47238	11.1	432	discard	The current best configuration has good model capacity (ASPECT_RATIO=16, HEAD_DI	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp35	Reduce MATRIX_LR from 0.0435 to 0.035	1.325650	12.2	49650	11.7	455	discard	The current best configuration has increased model capacity through ASPECT_RATIO	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp36	Reduce DEVICE_BATCH_SIZE from 1 to 0 (disable if supported) to maximize gradient steps per time budget	0.000000	0.0	0	0.0	0	crash	training crashed or timed out	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp37	Increase DEPTH from default to 22 to add model capacity within the time budget	0.000000	0.0	0	0.0	0	crash	training crashed or timed out	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp38	Increase UNEMBEDDING_LR from 0.0033 to 0.005	1.315231	12.2	51930	12.2	476	discard	The current best models (exp23, exp24) have increased model capacity through HEA	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp39	Change WINDOW_PATTERN from "SSSL" to "SLSL" to optimize attention computation pattern	1.305811	12.2	54945	13.9	503	discard	The current best configuration has improved model capacity (HEAD_DIM=256, ASPECT	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp40	Increase SCALAR_LR from 0.4 to 0.8 to better optimize the increased model capacity from the larger HEAD_DIM and reduced ASPECT_RATIO	1.305405	12.2	56924	13.4	522	discard	The current best configuration has increased model capacity (HEAD_DIM=256, ASPEC	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp41	Reduce TOTAL_BATCH_SIZE from default to 32 to increase gradient steps	0.000000	0.0	0	0.0	0	crash	training crashed or timed out	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp42	Reduce WARMDOWN_RATIO from 0.5 to 0.25 to maintain higher learning rates for longer during training	1.298693	12.2	60606	14.3	555	keep	The current best model has good capacity (HEAD_DIM=256, ASPECT_RATIO=16) but the	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp43	Reduce WARMDOWN_RATIO from 0.25 to 0.15 to maintain higher learning rates even longer during training	1.308264	12.2	59293	14.0	542	discard	The last two improvements came from reducing warmdown ratio (0.5→0.25 gave 1.300	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp44	Reduce WARMDOWN_RATIO from 0.25 to 0.20 to maintain higher learning rates even longer during training	1.304093	12.2	59274	14.0	544	discard	The current best result (1.2987) came from reducing WARMDOWN_RATIO from 0.5 to 0	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp45	Increase EMBEDDING_LR from 0.4 to 0.5	1.304946	12.2	59646	14.1	547	discard	The current best configuration has good architecture (HEAD_DIM=256, ASPECT_RATIO	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp46	Set FINAL_LR_FRAC from 0.0 to 0.05 to prevent complete learning rate decay	1.305187	12.2	56943	13.5	523	discard	The current best experiment uses WARMDOWN_RATIO=0.25 but still decays to 0 learn	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp47	Reduce WARMDOWN_RATIO from 0.25 to 0.10 to maintain higher learning rates even longer	1.319217	12.2	56333	13.3	516	discard	The current best result (exp42) came from reducing WARMDOWN_RATIO to 0.25, and e	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
exp48	Increase MATRIX_LR from 0.0435 to 0.048	1.310495	12.2	56981	13.5	523	discard	The current best configuration has HEAD_DIM=256, ASPECT_RATIO=16, and WARMDOWN_R	Apple M5 Max	b1d231041752d4fb2c14d0f5ed8df37c6fc0d348	0.0	0.000000	0.0
